lead_id,created_at,country,timezone_utc_offset,segment,channel,company_size_band,estimated_team_size,buyer_role,expected_mrr_usd,business_hours_start_local,business_hours_end_local
L103093,2026-06-01,MEX,-6,AccountantFirm,Outbound,2-10,6,Senior Accountant,145.08,9,18
L103094,2026-06-29,DOM,-4,SMB,Marketplace,11-50,45,Owner,183.53,8,18
L103095,2026-01-20,DOM,-4,SMB,Outbound,51-200,92,Owner,314.41,8,18
L103096,2026-05-10,MEX,-6,AccountantFirm,Referral,2-10,7,Firm Owner,126.45,9,18
L103097,2026-02-10,COL,-5,AccountantFirm,Paid Search,2-10,3,Partner,162.41,9,18
L103098,2026-02-05,COL,-5,AccountantFirm,Partner Program,2-10,9,Partner,97.33,9,18
L103099,2026-05-24,MEX,-6,SMB,Outbound,Solo,1,Finance Lead,34.26,8,18
L103100,2026-01-13,PER,-5,SMB,Organic,11-50,29,Owner,208.16,8,18
L103101,2026-06-03,PER,-5,AccountantFirm,Organic,11-50,42,Partner,241.22,9,18
L103102,2026-05-20,MEX,-6,SMB,Webinar,2-10,4,Owner,58.26,8,18
L103103,2026-06-30,COL,-5,SMB,Marketplace,51-200,97,Owner,326.95,8,18
L103104,2026-05-01,CRI,-6,AccountantFirm,Paid Search,11-50,50,Partner,439.44,9,18
L103105,2026-06-07,DOM,-4,SMB,Paid Search,2-10,3,Owner,59.71,8,18
L103106,2026-01-22,MEX,-6,AccountantFirm,Partner Program,11-50,33,Senior Accountant,411.94,9,18
L103107,2026-06-11,MEX,-6,SMB,Webinar,11-50,23,Owner,195.7,8,18
L103108,2026-01-30,COL,-5,AccountantFirm,Partner Program,11-50,26,Partner,335.7,9,18
L103109,2026-02-26,CRI,-6,SMB,Paid Search,Solo,1,Finance Lead,39.31,8,18
L103110,2026-01-24,DOM,-4,SMB,Referral,11-50,38,Owner,175.2,8,18
L103111,2026-03-14,MEX,-6,AccountantFirm,Organic,2-10,9,Partner,259.86,9,18
L103112,2026-05-16,PER,-5,SMB,Paid Search,2-10,6,Operations,51.82,8,18
L103113,2026-02-18,DOM,-4,SMB,Organic,Solo,1,Owner,39.91,8,18
L103114,2026-05-29,PER,-5,SMB,Paid Search,2-10,7,Finance Lead,65.0,8,18
L103115,2026-04-20,MEX,-6,AccountantFirm,Outbound,51-200,57,Partner,837.21,9,18
L103116,2026-04-24,MEX,-6,AccountantFirm,Organic,2-10,4,Partner,116.28,9,18
L103117,2026-06-19,PER,-5,SMB,Referral,2-10,8,Owner,65.27,8,18
L103118,2026-03-20,PER,-5,SMB,Organic,Solo,1,Operations,23.15,8,18
L103119,2026-03-04,PER,-5,SMB,Marketplace,51-200,150,Owner,459.51,8,18
L103120,2026-06-30,CRI,-6,AccountantFirm,Outbound,2-10,2,Partner,240.35,9,18
L103121,2026-04-11,MEX,-6,AccountantFirm,Paid Search,Solo,1,Senior Accountant,70.78,9,18
L103122,2026-04-22,COL,-5,AccountantFirm,Paid Search,11-50,46,Firm Owner,415.7,9,18
L103123,2026-02-23,MEX,-6,SMB,Paid Search,Solo,1,Owner,27.29,8,18
L103124,2026-02-08,PER,-5,SMB,Paid Search,Solo,1,Owner,43.18,8,18
L103125,2026-01-31,MEX,-6,AccountantFirm,Referral,2-10,5,Partner,130.37,9,18
L103126,2026-02-10,CRI,-6,AccountantFirm,Partner Program,2-10,4,Firm Owner,134.29,9,18
L103127,2026-02-05,PER,-5,SMB,Organic,11-50,29,Operations,192.42,8,18
L103128,2026-05-16,PER,-5,SMB,Organic,2-10,5,Owner,80.38,8,18
L103129,2026-01-11,PER,-5,SMB,Marketplace,11-50,31,Finance Lead,131.18,8,18
L103130,2026-04-24,MEX,-6,SMB,Referral,2-10,3,Owner,60.38,8,18
L103131,2026-06-21,MEX,-6,SMB,Paid Search,Solo,1,Owner,35.99,8,18
L103132,2026-05-19,PER,-5,SMB,Marketplace,2-10,3,Owner,74.93,8,18
L103133,2026-03-14,COL,-5,SMB,Paid Search,Solo,1,Owner,41.73,8,18
L103134,2026-01-11,COL,-5,AccountantFirm,Referral,2-10,10,Partner,144.68,9,18
L103135,2026-05-31,PER,-5,AccountantFirm,Outbound,2-10,8,Firm Owner,107.82,9,18
L103136,2026-01-01,DOM,-4,AccountantFirm,Webinar,11-50,25,Firm Owner,336.27,9,18
L103137,2026-05-04,MEX,-6,SMB,Marketplace,11-50,44,Operations,214.06,8,18
L103138,2026-05-02,COL,-5,SMB,Marketplace,51-200,170,Owner,309.85,8,18
L103139,2026-02-04,MEX,-6,SMB,Organic,Solo,1,Operations,26.55,8,18
L103140,2026-05-14,PER,-5,SMB,Paid Search,2-10,8,Owner,45.3,8,18
L103141,2026-02-01,MEX,-6,SMB,Outbound,Solo,1,Operations,40.08,8,18
L103142,2026-02-10,MEX,-6,AccountantFirm,Webinar,11-50,39,Senior Accountant,403.09,9,18
L103143,2026-05-27,MEX,-6,AccountantFirm,Partner Program,2-10,10,Senior Accountant,326.62,9,18
L103144,2026-06-27,PER,-5,AccountantFirm,Organic,2-10,9,Firm Owner,152.94,9,18
L103145,2026-02-17,PER,-5,SMB,Paid Search,2-10,4,Owner,78.71,8,18
L103146,2026-06-16,MEX,-6,SMB,Organic,2-10,8,Owner,93.99,8,18
L103147,2026-06-15,MEX,-6,SMB,Organic,2-10,3,Owner,83.2,8,18
L103148,2026-05-20,COL,-5,SMB,Organic,51-200,126,Owner,504.55,8,18
L103149,2026-01-26,MEX,-6,SMB,Paid Search,11-50,13,Owner,180.87,8,18
L103150,2026-02-24,COL,-5,SMB,Paid Search,Solo,1,Owner,29.01,8,18
L103151,2026-05-03,MEX,-6,AccountantFirm,Marketplace,11-50,17,Partner,321.81,9,18
L103152,2026-06-30,MEX,-6,SMB,Outbound,11-50,39,Finance Lead,117.29,8,18
L103153,2026-05-28,COL,-5,AccountantFirm,Referral,11-50,25,Firm Owner,491.57,9,18
L103154,2026-03-18,COL,-5,AccountantFirm,Organic,11-50,17,Firm Owner,474.76,9,18
L103155,2026-02-12,COL,-5,SMB,Marketplace,11-50,50,Finance Lead,226.65,8,18
L103156,2026-06-23,COL,-5,AccountantFirm,Partner Program,11-50,48,Partner,544.62,9,18
L103157,2026-02-19,DOM,-4,SMB,Referral,2-10,4,Owner,68.68,8,18
L103158,2026-03-03,COL,-5,AccountantFirm,Webinar,11-50,34,Partner,527.6,9,18
L103159,2026-06-24,COL,-5,AccountantFirm,Outbound,11-50,22,Senior Accountant,255.28,9,18
L103160,2026-04-12,PER,-5,AccountantFirm,Paid Search,11-50,43,Partner,381.76,9,18
L103161,2026-02-17,COL,-5,AccountantFirm,Webinar,2-10,8,Firm Owner,211.85,9,18
L103162,2026-01-01,PER,-5,SMB,Paid Search,11-50,28,Owner,202.92,8,18
L103163,2026-03-19,MEX,-6,AccountantFirm,Organic,51-200,190,Firm Owner,663.65,9,18
L103164,2026-06-28,DOM,-4,SMB,Paid Search,2-10,8,Finance Lead,68.66,8,18
L103165,2026-03-20,MEX,-6,SMB,Paid Search,11-50,17,Owner,182.14,8,18
L103166,2026-05-07,COL,-5,SMB,Outbound,11-50,28,Operations,129.09,8,18
L103167,2026-02-15,CRI,-6,AccountantFirm,Marketplace,11-50,44,Firm Owner,483.61,9,18
L103168,2026-05-21,CRI,-6,SMB,Paid Search,Solo,1,Owner,25.54,8,18
L103169,2026-05-21,MEX,-6,SMB,Marketplace,2-10,6,Owner,66.41,8,18
L103170,2026-04-21,CRI,-6,AccountantFirm,Webinar,11-50,14,Partner,558.6,9,18
L103171,2026-05-20,MEX,-6,SMB,Outbound,2-10,8,Owner,79.84,8,18
L103172,2026-04-15,PER,-5,SMB,Marketplace,11-50,30,Owner,162.21,8,18
L103173,2026-03-10,CRI,-6,SMB,Outbound,2-10,4,Operations,71.16,8,18
L103174,2026-05-14,COL,-5,SMB,Referral,2-10,9,Owner,64.95,8,18
L103175,2026-06-01,PER,-5,AccountantFirm,Webinar,11-50,46,Partner,330.64,9,18
L103176,2026-06-02,PER,-5,SMB,Webinar,Solo,1,Owner,22.99,8,18
L103177,2026-02-08,DOM,-4,SMB,Marketplace,2-10,7,Owner,69.0,8,18
L103178,2026-05-03,COL,-5,AccountantFirm,Partner Program,Solo,1,Partner,118.66,9,18
L103179,2026-01-01,CRI,-6,SMB,Marketplace,2-10,8,Finance Lead,61.38,8,18
L103180,2026-04-14,DOM,-4,AccountantFirm,Outbound,2-10,4,Senior Accountant,161.7,9,18
L103181,2026-04-14,COL,-5,SMB,Organic,2-10,8,Finance Lead,60.4,8,18
L103182,2026-03-07,PER,-5,AccountantFirm,Organic,2-10,10,Firm Owner,161.73,9,18
L103183,2026-06-29,MEX,-6,SMB,Organic,2-10,4,Operations,83.59,8,18
L103184,2026-06-09,PER,-5,SMB,Outbound,2-10,10,Finance Lead,50.91,8,18
L103185,2026-01-07,DOM,-4,SMB,Paid Search,11-50,14,Finance Lead,171.25,8,18
L103186,2026-02-07,COL,-5,SMB,Organic,2-10,6,Owner,69.82,8,18
L103187,2026-02-07,PER,-5,SMB,Marketplace,11-50,13,Operations,216.03,8,18
L103188,2026-06-12,MEX,-6,AccountantFirm,Outbound,2-10,6,Partner,220.32,9,18
L103189,2026-04-04,MEX,-6,SMB,Webinar,11-50,36,Owner,131.99,8,18
L103190,2026-05-12,MEX,-6,SMB,Paid Search,2-10,9,Finance Lead,63.41,8,18
L103191,2026-05-27,COL,-5,SMB,Marketplace,11-50,17,Operations,224.42,8,18
L103192,2026-05-19,DOM,-4,SMB,Paid Search,2-10,9,Owner,56.54,8,18
L103193,2026-01-17,MEX,-6,SMB,Referral,2-10,10,Finance Lead,86.27,8,18
L103194,2026-01-26,PER,-5,AccountantFirm,Partner Program,2-10,2,Firm Owner,225.48,9,18
L103195,2026-03-13,PER,-5,AccountantFirm,Referral,2-10,10,Firm Owner,156.92,9,18
L103196,2026-03-03,CRI,-6,SMB,Marketplace,11-50,47,Finance Lead,285.6,8,18
L103197,2026-05-16,COL,-5,SMB,Webinar,11-50,12,Owner,190.5,8,18
L103198,2026-01-29,DOM,-4,SMB,Marketplace,2-10,2,Owner,58.64,8,18
L103199,2026-03-09,COL,-5,SMB,Paid Search,11-50,40,Finance Lead,176.5,8,18
L103200,2026-02-12,CRI,-6,SMB,Outbound,2-10,5,Owner,71.44,8,18
L103201,2026-02-04,MEX,-6,SMB,Marketplace,2-10,4,Operations,75.26,8,18
L103202,2026-02-01,PER,-5,AccountantFirm,Webinar,11-50,27,Partner,235.08,9,18
L103203,2026-02-05,MEX,-6,SMB,Paid Search,11-50,24,Operations,134.38,8,18
L103204,2026-04-13,COL,-5,SMB,Webinar,2-10,10,Finance Lead,80.95,8,18
L103205,2026-03-16,PER,-5,SMB,Outbound,Solo,1,Operations,45.02,8,18
L103206,2026-03-20,MEX,-6,SMB,Paid Search,Solo,1,Operations,37.41,8,18
L103207,2026-03-28,PER,-5,SMB,Paid Search,2-10,4,Owner,60.92,8,18
L103208,2026-05-15,PER,-5,SMB,Referral,Solo,1,Operations,41.87,8,18
L103209,2026-06-05,MEX,-6,AccountantFirm,Outbound,2-10,2,Senior Accountant,242.12,9,18
L103210,2026-04-06,MEX,-6,SMB,Paid Search,51-200,175,Owner,537.3,8,18
L103211,2026-04-27,MEX,-6,SMB,Marketplace,11-50,44,Owner,164.84,8,18
L103212,2026-05-14,CRI,-6,SMB,Paid Search,11-50,46,Finance Lead,108.5,8,18
L103213,2026-05-05,PER,-5,SMB,Paid Search,2-10,10,Finance Lead,56.35,8,18
L103214,2026-01-25,COL,-5,SMB,Marketplace,2-10,2,Finance Lead,58.75,8,18
L103215,2026-06-27,DOM,-4,SMB,Marketplace,11-50,41,Owner,140.35,8,18
L103216,2026-01-30,COL,-5,SMB,Organic,Solo,1,Operations,37.52,8,18
L103217,2026-03-16,DOM,-4,SMB,Webinar,2-10,4,Finance Lead,68.28,8,18
L103218,2026-04-29,CRI,-6,AccountantFirm,Paid Search,Solo,1,Firm Owner,53.2,9,18
L103219,2026-03-15,PER,-5,AccountantFirm,Marketplace,2-10,5,Partner,109.45,9,18
L103220,2026-02-14,MEX,-6,SMB,Marketplace,11-50,28,Owner,169.65,8,18
L103221,2026-06-17,MEX,-6,SMB,Organic,2-10,10,Owner,73.9,8,18
L103222,2026-01-13,COL,-5,AccountantFirm,Partner Program,2-10,6,Partner,129.92,9,18
L103223,2026-02-14,COL,-5,AccountantFirm,Paid Search,2-10,4,Firm Owner,168.01,9,18
L103224,2026-06-29,MEX,-6,AccountantFirm,Webinar,11-50,14,Partner,537.15,9,18
L103225,2026-05-13,PER,-5,SMB,Referral,2-10,7,Owner,62.43,8,18
L103226,2026-01-16,MEX,-6,SMB,Referral,11-50,44,Operations,179.76,8,18
L103227,2026-05-17,COL,-5,SMB,Paid Search,51-200,157,Owner,257.76,8,18
L103228,2026-06-25,DOM,-4,AccountantFirm,Webinar,2-10,10,Senior Accountant,143.64,9,18
L103229,2026-01-18,COL,-5,SMB,Marketplace,11-50,12,Finance Lead,203.78,8,18
L103230,2026-03-16,COL,-5,SMB,Outbound,Solo,1,Owner,24.86,8,18
L103231,2026-03-26,PER,-5,SMB,Marketplace,2-10,5,Owner,53.98,8,18
L103232,2026-01-24,COL,-5,SMB,Webinar,2-10,7,Owner,59.2,8,18
L103233,2026-02-06,MEX,-6,SMB,Organic,51-200,179,Owner,253.6,8,18
L103234,2026-02-01,MEX,-6,SMB,Referral,Solo,1,Finance Lead,51.94,8,18
L103235,2026-02-03,COL,-5,SMB,Webinar,2-10,4,Owner,101.11,8,18
L103236,2026-03-15,COL,-5,AccountantFirm,Webinar,51-200,152,Senior Accountant,485.1,9,18
L103237,2026-03-25,COL,-5,SMB,Paid Search,2-10,3,Owner,83.87,8,18
L103238,2026-02-13,MEX,-6,SMB,Marketplace,51-200,139,Owner,518.53,8,18
L103239,2026-02-22,PER,-5,AccountantFirm,Outbound,11-50,42,Senior Accountant,376.07,9,18
L103240,2026-02-04,MEX,-6,SMB,Outbound,Solo,1,Owner,43.49,8,18
L103241,2026-05-25,MEX,-6,SMB,Outbound,2-10,9,Owner,73.73,8,18
L103242,2026-02-08,MEX,-6,SMB,Organic,2-10,6,Finance Lead,39.71,8,18
L103243,2026-06-14,PER,-5,SMB,Marketplace,2-10,6,Operations,57.48,8,18
L103244,2026-04-08,COL,-5,SMB,Paid Search,Solo,1,Operations,35.67,8,18
L103245,2026-05-26,PER,-5,SMB,Paid Search,51-200,183,Owner,404.9,8,18
L103246,2026-04-26,COL,-5,SMB,Organic,Solo,1,Owner,33.64,8,18
L103247,2026-02-18,PER,-5,SMB,Marketplace,Solo,1,Owner,42.17,8,18
L103248,2026-04-19,COL,-5,SMB,Referral,11-50,32,Owner,183.41,8,18
L103249,2026-02-19,COL,-5,SMB,Webinar,Solo,1,Owner,29.73,8,18
L103250,2026-01-22,MEX,-6,SMB,Outbound,2-10,5,Finance Lead,96.0,8,18
L103251,2026-02-16,COL,-5,SMB,Outbound,2-10,4,Finance Lead,60.88,8,18
L103252,2026-02-19,CRI,-6,SMB,Webinar,2-10,8,Owner,44.52,8,18
L103253,2026-01-25,DOM,-4,SMB,Partner Program,51-200,157,Owner,311.84,8,18
L103254,2026-01-05,DOM,-4,SMB,Marketplace,11-50,32,Operations,159.35,8,18
L103255,2026-06-20,COL,-5,AccountantFirm,Referral,Solo,1,Partner,136.57,9,18
L103256,2026-04-03,DOM,-4,AccountantFirm,Partner Program,Solo,1,Senior Accountant,110.02,9,18
L103257,2026-03-14,COL,-5,SMB,Partner Program,11-50,17,Owner,123.83,8,18
L103258,2026-06-18,PER,-5,SMB,Referral,Solo,1,Owner,31.18,8,18
L103259,2026-02-10,DOM,-4,SMB,Marketplace,2-10,3,Owner,58.35,8,18
L103260,2026-03-14,MEX,-6,SMB,Referral,2-10,4,Operations,91.73,8,18
L103261,2026-06-03,PER,-5,AccountantFirm,Organic,11-50,11,Partner,410.08,9,18
L103262,2026-04-25,MEX,-6,SMB,Paid Search,2-10,6,Owner,60.07,8,18
L103263,2026-03-14,MEX,-6,AccountantFirm,Organic,2-10,5,Partner,211.7,9,18
L103264,2026-02-16,COL,-5,SMB,Paid Search,Solo,1,Finance Lead,41.39,8,18
L103265,2026-01-07,DOM,-4,SMB,Marketplace,11-50,26,Operations,146.41,8,18
L103266,2026-01-16,MEX,-6,AccountantFirm,Paid Search,Solo,1,Firm Owner,91.8,9,18
L103267,2026-01-30,COL,-5,SMB,Webinar,Solo,1,Owner,35.0,8,18
L103268,2026-05-23,CRI,-6,AccountantFirm,Outbound,Solo,1,Senior Accountant,96.09,9,18
L103269,2026-04-26,COL,-5,SMB,Outbound,51-200,191,Owner,571.79,8,18
L103270,2026-03-20,DOM,-4,AccountantFirm,Organic,51-200,86,Partner,507.54,9,18
L103271,2026-05-22,COL,-5,SMB,Marketplace,51-200,172,Owner,463.47,8,18
L103272,2026-01-30,MEX,-6,SMB,Webinar,11-50,18,Owner,160.28,8,18
L103273,2026-02-08,PER,-5,AccountantFirm,Partner Program,11-50,35,Partner,440.5,9,18
L103274,2026-03-13,COL,-5,SMB,Paid Search,11-50,45,Finance Lead,174.28,8,18
L103275,2026-06-16,DOM,-4,SMB,Outbound,Solo,1,Finance Lead,25.07,8,18
L103276,2026-04-22,DOM,-4,AccountantFirm,Referral,2-10,9,Senior Accountant,175.21,9,18
L103277,2026-06-04,PER,-5,SMB,Organic,Solo,1,Owner,33.19,8,18
L103278,2026-02-14,COL,-5,AccountantFirm,Referral,2-10,7,Partner,123.47,9,18
L103279,2026-06-03,CRI,-6,SMB,Outbound,Solo,1,Finance Lead,22.64,8,18
L103280,2026-01-14,MEX,-6,SMB,Paid Search,2-10,3,Owner,79.75,8,18
L103281,2026-02-11,MEX,-6,SMB,Organic,Solo,1,Owner,45.01,8,18
L103282,2026-04-05,MEX,-6,SMB,Marketplace,2-10,5,Finance Lead,86.1,8,18
L103283,2026-01-10,MEX,-6,AccountantFirm,Referral,2-10,5,Firm Owner,125.97,9,18
L103284,2026-06-05,MEX,-6,SMB,Marketplace,2-10,9,Finance Lead,61.51,8,18
L103285,2026-06-07,COL,-5,SMB,Paid Search,2-10,5,Owner,79.22,8,18
L103286,2026-04-09,MEX,-6,SMB,Referral,2-10,9,Owner,60.04,8,18
L103287,2026-02-25,DOM,-4,SMB,Marketplace,51-200,193,Owner,292.95,8,18
L103288,2026-01-18,MEX,-6,SMB,Referral,Solo,1,Finance Lead,34.03,8,18
L103289,2026-04-23,COL,-5,AccountantFirm,Partner Program,51-200,67,Senior Accountant,829.37,9,18
L103290,2026-04-08,MEX,-6,AccountantFirm,Webinar,2-10,10,Firm Owner,226.87,9,18
L103291,2026-05-18,MEX,-6,AccountantFirm,Organic,Solo,1,Senior Accountant,92.07,9,18
L103292,2026-04-20,DOM,-4,SMB,Webinar,2-10,7,Finance Lead,73.66,8,18
L103293,2026-01-24,PER,-5,SMB,Organic,2-10,7,Operations,57.99,8,18
L103294,2026-01-23,MEX,-6,SMB,Paid Search,11-50,23,Owner,149.13,8,18
L103295,2026-05-22,DOM,-4,AccountantFirm,Referral,2-10,5,Firm Owner,141.48,9,18
L103296,2026-01-29,COL,-5,SMB,Partner Program,2-10,6,Owner,112.24,8,18
L103297,2026-06-19,PER,-5,SMB,Partner Program,11-50,18,Owner,215.53,8,18
L103298,2026-01-20,COL,-5,SMB,Paid Search,Solo,1,Operations,32.25,8,18
L103299,2026-05-12,MEX,-6,AccountantFirm,Paid Search,11-50,39,Partner,234.09,9,18
L103300,2026-06-26,COL,-5,AccountantFirm,Webinar,2-10,8,Senior Accountant,215.58,9,18
L103301,2026-03-21,COL,-5,AccountantFirm,Partner Program,11-50,11,Partner,493.14,9,18
L103302,2026-01-11,CRI,-6,SMB,Marketplace,2-10,3,Owner,83.77,8,18
L103303,2026-06-08,COL,-5,AccountantFirm,Organic,11-50,31,Partner,385.85,9,18
L103304,2026-02-03,COL,-5,SMB,Webinar,11-50,40,Finance Lead,114.94,8,18
L103305,2026-04-06,COL,-5,SMB,Marketplace,2-10,4,Finance Lead,37.51,8,18
L103306,2026-06-28,PER,-5,SMB,Outbound,2-10,9,Operations,66.16,8,18
L103307,2026-05-15,CRI,-6,SMB,Organic,2-10,6,Owner,80.56,8,18
L103308,2026-01-09,PER,-5,SMB,Paid Search,Solo,1,Finance Lead,30.54,8,18
L103309,2026-05-29,PER,-5,SMB,Outbound,11-50,32,Finance Lead,152.76,8,18
L103310,2026-01-30,PER,-5,SMB,Organic,2-10,2,Finance Lead,62.11,8,18
L103311,2026-05-16,MEX,-6,SMB,Paid Search,2-10,7,Operations,63.82,8,18
L103312,2026-04-23,COL,-5,AccountantFirm,Referral,2-10,9,Partner,155.7,9,18
L103313,2026-02-22,COL,-5,SMB,Marketplace,2-10,3,Owner,87.23,8,18
L103314,2026-03-18,COL,-5,SMB,Outbound,11-50,32,Operations,189.65,8,18
L103315,2026-01-22,DOM,-4,SMB,Paid Search,2-10,2,Operations,58.73,8,18
L103316,2026-06-28,COL,-5,AccountantFirm,Organic,2-10,3,Senior Accountant,172.48,9,18
L103317,2026-02-13,COL,-5,SMB,Marketplace,2-10,2,Owner,33.54,8,18
L103318,2026-02-25,DOM,-4,SMB,Organic,Solo,1,Operations,36.85,8,18
L103319,2026-04-02,COL,-5,SMB,Organic,51-200,166,Finance Lead,449.93,8,18
L103320,2026-05-02,COL,-5,SMB,Organic,11-50,50,Finance Lead,166.68,8,18
L103321,2026-04-02,COL,-5,SMB,Paid Search,Solo,1,Owner,33.62,8,18
L103322,2026-04-02,DOM,-4,SMB,Organic,11-50,12,Owner,96.25,8,18
L103323,2026-04-16,COL,-5,SMB,Paid Search,11-50,39,Finance Lead,226.33,8,18
L103324,2026-06-05,COL,-5,SMB,Paid Search,2-10,7,Owner,58.9,8,18
L103325,2026-03-13,COL,-5,SMB,Outbound,2-10,8,Operations,53.92,8,18
L103326,2026-05-31,CRI,-6,SMB,Organic,Solo,1,Owner,32.11,8,18
L103327,2026-05-23,COL,-5,SMB,Marketplace,2-10,6,Owner,75.69,8,18
L103328,2026-06-23,COL,-5,SMB,Paid Search,2-10,10,Finance Lead,52.27,8,18
L103329,2026-06-15,PER,-5,SMB,Paid Search,2-10,2,Owner,61.79,8,18
L103330,2026-05-25,PER,-5,SMB,Organic,Solo,1,Owner,39.44,8,18
L103331,2026-02-14,COL,-5,SMB,Organic,2-10,3,Owner,86.03,8,18
L103332,2026-05-21,COL,-5,SMB,Marketplace,11-50,20,Owner,124.28,8,18
L103333,2026-05-14,COL,-5,SMB,Referral,11-50,42,Operations,135.89,8,18
L103334,2026-02-22,DOM,-4,SMB,Paid Search,2-10,2,Operations,32.24,8,18
L103335,2026-05-03,COL,-5,SMB,Paid Search,Solo,1,Owner,32.64,8,18
L103336,2026-02-15,PER,-5,SMB,Outbound,Solo,1,Operations,23.26,8,18
L103337,2026-04-05,CRI,-6,SMB,Outbound,2-10,3,Finance Lead,79.14,8,18
L103338,2026-05-25,MEX,-6,SMB,Paid Search,2-10,8,Operations,98.26,8,18
L103339,2026-02-04,COL,-5,AccountantFirm,Partner Program,11-50,27,Senior Accountant,456.95,9,18
L103340,2026-03-02,PER,-5,SMB,Webinar,2-10,8,Operations,68.61,8,18
L103341,2026-05-24,DOM,-4,SMB,Webinar,2-10,5,Owner,50.54,8,18
L103342,2026-03-24,CRI,-6,AccountantFirm,Paid Search,11-50,14,Senior Accountant,358.14,9,18
L103343,2026-06-23,COL,-5,SMB,Paid Search,Solo,1,Owner,36.99,8,18
L103344,2026-01-02,DOM,-4,SMB,Paid Search,11-50,34,Owner,184.56,8,18
L103345,2026-05-11,CRI,-6,SMB,Marketplace,51-200,67,Operations,505.78,8,18
L103346,2026-05-28,PER,-5,AccountantFirm,Referral,2-10,6,Firm Owner,174.54,9,18
L103347,2026-06-16,MEX,-6,AccountantFirm,Webinar,2-10,9,Partner,197.46,9,18
L103348,2026-01-29,MEX,-6,SMB,Organic,2-10,3,Owner,70.42,8,18
L103349,2026-06-28,MEX,-6,AccountantFirm,Partner Program,11-50,19,Firm Owner,491.4,9,18
L103350,2026-03-13,DOM,-4,SMB,Organic,Solo,1,Finance Lead,31.77,8,18
L103351,2026-03-05,PER,-5,SMB,Partner Program,2-10,10,Finance Lead,50.31,8,18
L103352,2026-03-06,MEX,-6,SMB,Paid Search,2-10,4,Owner,87.36,8,18
L103353,2026-04-26,COL,-5,SMB,Marketplace,2-10,5,Operations,101.46,8,18
L103354,2026-04-30,COL,-5,SMB,Outbound,2-10,8,Finance Lead,58.82,8,18
L103355,2026-03-27,DOM,-4,AccountantFirm,Marketplace,2-10,3,Partner,153.74,9,18
L103356,2026-01-13,PER,-5,SMB,Organic,2-10,2,Owner,56.69,8,18
L103357,2026-06-28,COL,-5,SMB,Webinar,Solo,1,Owner,36.79,8,18
L103358,2026-02-10,MEX,-6,SMB,Paid Search,2-10,9,Operations,62.56,8,18
L103359,2026-01-17,PER,-5,SMB,Outbound,2-10,10,Owner,93.9,8,18
L103360,2026-04-19,MEX,-6,SMB,Organic,2-10,10,Operations,62.77,8,18
L103361,2026-03-16,COL,-5,AccountantFirm,Partner Program,Solo,1,Senior Accountant,117.15,9,18
L103362,2026-04-22,MEX,-6,SMB,Partner Program,Solo,1,Operations,28.96,8,18
L103363,2026-06-08,MEX,-6,SMB,Marketplace,2-10,2,Operations,79.84,8,18
L103364,2026-01-18,COL,-5,SMB,Outbound,Solo,1,Owner,29.9,8,18
L103365,2026-02-21,DOM,-4,AccountantFirm,Referral,11-50,32,Senior Accountant,182.03,9,18
L103366,2026-04-04,MEX,-6,AccountantFirm,Outbound,11-50,44,Partner,420.63,9,18
L103367,2026-05-23,DOM,-4,SMB,Referral,2-10,9,Operations,81.82,8,18
L103368,2026-04-19,DOM,-4,SMB,Marketplace,2-10,5,Owner,56.48,8,18
L103369,2026-03-11,COL,-5,SMB,Marketplace,2-10,6,Owner,86.61,8,18
L103370,2026-04-21,COL,-5,AccountantFirm,Referral,11-50,17,Partner,304.91,9,18
L103371,2026-06-27,COL,-5,AccountantFirm,Paid Search,Solo,1,Senior Accountant,49.0,9,18
L103372,2026-03-28,COL,-5,AccountantFirm,Paid Search,2-10,3,Senior Accountant,157.61,9,18
L103373,2026-06-09,DOM,-4,SMB,Outbound,Solo,1,Finance Lead,19.0,8,18
L103374,2026-05-22,COL,-5,SMB,Paid Search,2-10,5,Owner,80.96,8,18
L103375,2026-02-24,DOM,-4,SMB,Organic,Solo,1,Owner,37.78,8,18
L103376,2026-02-15,COL,-5,SMB,Paid Search,11-50,20,Finance Lead,256.22,8,18
L103377,2026-05-20,COL,-5,SMB,Outbound,2-10,10,Owner,58.18,8,18
L103378,2026-02-07,COL,-5,SMB,Paid Search,Solo,1,Finance Lead,46.03,8,18
L103379,2026-03-02,MEX,-6,SMB,Organic,2-10,2,Operations,82.9,8,18
L103380,2026-02-12,DOM,-4,AccountantFirm,Webinar,11-50,32,Senior Accountant,306.41,9,18
L103381,2026-04-20,CRI,-6,AccountantFirm,Outbound,Solo,1,Firm Owner,68.87,9,18
L103382,2026-02-23,COL,-5,AccountantFirm,Partner Program,51-200,134,Senior Accountant,570.81,9,18
L103383,2026-04-30,DOM,-4,AccountantFirm,Paid Search,11-50,13,Partner,340.58,9,18
L103384,2026-06-19,CRI,-6,SMB,Paid Search,11-50,28,Owner,192.23,8,18
L103385,2026-05-31,COL,-5,SMB,Paid Search,2-10,10,Finance Lead,92.48,8,18
L103386,2026-06-21,COL,-5,SMB,Paid Search,2-10,2,Owner,45.08,8,18
L103387,2026-01-05,COL,-5,SMB,Outbound,2-10,3,Operations,71.66,8,18
L103388,2026-03-24,COL,-5,SMB,Outbound,Solo,1,Operations,37.57,8,18
