activity_id,lead_id,activity_at,activity_type,activity_source,rep_id,duration_minutes
A0201700B,L102017,2026-04-29 00:00:00,email,bot,SDR01,0
A0201701B,L102017,2026-05-01 03:00:00,task,system,,0
A0201702B,L102017,2026-04-29 19:00:00,task,bot,SDR01,0
A02017X00,L102017,2026-05-13 11:00:00,email,human,AE02,55
A02017X01,L102017,2026-05-01 14:00:00,task,human,AE03,49
A02017X02,L102017,2026-05-11 17:00:00,task,human,AE04,20
A02017X03,L102017,2026-05-10 08:00:00,task,human,AE01,12
A0201800B,L102018,2026-03-17 02:00:00,email,system,,0
A0201800H,L102018,2026-03-24 21:00:00,call,human,SDR02,11
A0201801H,L102018,2026-03-16 11:00:00,call,human,SDR02,12
A0201802H,L102018,2026-03-16 13:00:00,call,human,AE08,1
A02018X00,L102018,2026-03-14 08:00:00,meeting,human,AE07,25
A02018X01,L102018,2026-03-15 11:00:00,task,human,AE07,22
A02018X02,L102018,2026-03-24 13:00:00,task,human,AE08,36
A0201900H,L102019,2026-03-16 09:00:00,call,human,SDR01,1
A0201901H,L102019,2026-03-15 09:00:00,call,human,SDR01,10
A0201902H,L102019,2026-03-13 12:00:00,call,human,AE09,1
A0201903H,L102019,2026-03-08 21:00:00,call,human,AE09,1
A02019X00,L102019,2026-03-18 08:00:00,whatsapp,human,AE08,40
A02019X01,L102019,2026-03-13 14:00:00,whatsapp,human,AE09,14
A02019X02,L102019,2026-03-11 15:00:00,task,human,AE09,14
A0202000B,L102020,2026-05-09 06:00:00,email,bot,SDR02,0
A0202001B,L102020,2026-05-10 16:00:00,whatsapp,system,,0
A0202000H,L102020,2026-05-16 15:00:00,call,human,SDR02,1
A0202001H,L102020,2026-05-19 08:00:00,call,human,SDR02,1
A02020X00,L102020,2026-05-08 14:00:00,whatsapp,human,AE05,49
A02020X01,L102020,2026-05-15 09:00:00,note,human,AE06,55
A02020X02,L102020,2026-05-22 11:00:00,whatsapp,human,AE03,27
A02020X03,L102020,2026-05-09 19:00:00,email,human,AE06,48
A0202100B,L102021,2026-03-16 11:00:00,whatsapp,system,,0
A0202100H,L102021,2026-03-21 11:00:00,call,human,SDR01,5
A0202101H,L102021,2026-03-18 11:00:00,call,human,SDR01,1
A0202102H,L102021,2026-03-26 17:00:00,call,human,AE06,5
A0202103H,L102021,2026-03-19 14:00:00,call,human,AE03,8
A0202104H,L102021,2026-03-25 14:00:00,call,human,AE02,5
A02021X00,L102021,2026-03-21 11:00:00,whatsapp,human,AE02,30
A02021X01,L102021,2026-03-20 12:00:00,meeting,human,AE05,28
A02021X02,L102021,2026-03-18 18:00:00,whatsapp,human,AE02,8
A0202200B,L102022,2026-03-27 09:00:00,task,bot,SDR02,0
A0202200H,L102022,2026-03-29 17:00:00,call,human,SDR02,7
A0202201H,L102022,2026-03-30 16:00:00,call,human,SDR02,5
A0202300B,L102023,2026-03-24 22:00:00,whatsapp,bot,SDR02,0
A0202301B,L102023,2026-03-24 14:00:00,email,bot,SDR02,0
A0202302B,L102023,2026-03-24 19:00:00,task,bot,SDR02,0
A0202300H,L102023,2026-04-03 19:00:00,call,human,SDR02,1
A02023X00,L102023,2026-03-24 16:00:00,whatsapp,human,AE09,17
A02023X01,L102023,2026-04-02 19:00:00,note,human,AE08,53
A0202400B,L102024,2026-02-16 08:00:00,email,system,,0
A0202400H,L102024,2026-02-25 08:00:00,call,human,SDR03,1
A0202401H,L102024,2026-02-25 19:00:00,call,human,SDR03,1
A0202402H,L102024,2026-02-27 12:00:00,call,human,AE08,5
A02024X00,L102024,2026-02-27 16:00:00,task,human,AE09,34
A02024X01,L102024,2026-02-28 17:00:00,meeting,human,AE09,15
A02024X02,L102024,2026-02-28 10:00:00,email,human,AE07,39
A0202500H,L102025,2026-02-01 10:00:00,call,human,SDR02,1
A0202600B,L102026,2026-06-02 03:00:00,whatsapp,bot,SDR01,0
A0202601B,L102026,2026-05-31 20:00:00,task,bot,SDR01,0
A0202600H,L102026,2026-05-31 09:00:00,call,human,SDR01,4
A0202601H,L102026,2026-05-31 09:00:00,call,human,SDR01,1
A0202602H,L102026,2026-06-02 18:00:00,call,human,AE05,3
A02026X00,L102026,2026-06-16 13:00:00,task,human,AE06,34
A02026X01,L102026,2026-06-08 15:00:00,meeting,human,AE04,9
A0202700B,L102027,2026-01-18 08:00:00,task,bot,SDR01,0
A0202700H,L102027,2026-01-21 09:00:00,call,human,SDR01,1
A0202701H,L102027,2026-01-26 08:00:00,call,human,SDR01,1
A02027X00,L102027,2026-01-27 16:00:00,note,human,AE04,24
A02027X01,L102027,2026-01-21 13:00:00,whatsapp,human,AE01,55
A02027X02,L102027,2026-01-25 09:00:00,note,human,AE06,17
A02027X03,L102027,2026-01-24 09:00:00,email,human,AE06,49
A0202800H,L102028,2026-02-28 08:00:00,call,human,SDR01,1
A0202801H,L102028,2026-03-01 09:00:00,call,human,SDR01,4
A0202802H,L102028,2026-03-02 09:00:00,call,human,AE09,1
A0202803H,L102028,2026-03-06 13:00:00,call,human,AE09,6
A02028X00,L102028,2026-03-15 15:00:00,email,human,AE08,55
A0202900H,L102029,2026-05-02 15:00:00,call,human,SDR01,1
A02029X00,L102029,2026-05-04 19:00:00,note,human,AE09,46
A02029X01,L102029,2026-05-02 09:00:00,email,human,AE07,19
A02029X02,L102029,2026-05-01 09:00:00,whatsapp,human,AE09,25
A0203000B,L102030,2026-01-25 17:00:00,whatsapp,system,,0
A0203001B,L102030,2026-01-27 02:00:00,whatsapp,bot,SDR02,0
A0203000H,L102030,2026-02-06 19:00:00,call,human,SDR02,10
A0203001H,L102030,2026-02-01 18:00:00,call,human,SDR02,3
A02030X00,L102030,2026-01-26 19:00:00,email,human,AE05,36
A0203100B,L102031,2026-05-01 01:00:00,task,system,,0
A0203100H,L102031,2026-05-11 08:00:00,call,human,SDR04,6
A0203101H,L102031,2026-05-04 12:00:00,call,human,SDR04,1
A0203102H,L102031,2026-05-05 16:00:00,call,human,AE01,6
A0203103H,L102031,2026-05-10 20:00:00,call,human,AE03,8
A0203200B,L102032,2026-05-16 00:00:00,task,bot,SDR01,0
A0203201B,L102032,2026-05-15 03:00:00,whatsapp,bot,SDR01,0
A0203300B,L102033,2026-04-30 15:00:00,email,bot,SDR02,0
A0203301B,L102033,2026-05-02 02:00:00,whatsapp,bot,SDR02,0
A0203300H,L102033,2026-05-05 17:00:00,call,human,SDR02,1
A0203301H,L102033,2026-05-13 08:00:00,call,human,SDR02,1
A0203302H,L102033,2026-05-08 10:00:00,call,human,AE04,1
A02034X00,L102034,2026-02-27 13:00:00,meeting,human,AE09,20
A0203500B,L102035,2026-01-07 10:00:00,whatsapp,system,,0
A0203500H,L102035,2026-01-11 08:00:00,call,human,SDR01,1
A0203600B,L102036,2026-06-10 16:00:00,whatsapp,system,,0
A02036X00,L102036,2026-06-11 13:00:00,email,human,AE05,13
A02036X01,L102036,2026-06-11 14:00:00,email,human,AE05,29
A02036X02,L102036,2026-06-23 12:00:00,note,human,AE01,36
A0203700B,L102037,2026-03-03 18:00:00,task,bot,SDR03,0
A0203701B,L102037,2026-03-03 09:00:00,task,system,,0
A0203700H,L102037,2026-03-08 17:00:00,call,human,SDR03,1
A0203701H,L102037,2026-03-12 09:00:00,call,human,SDR03,4
A0203702H,L102037,2026-03-10 08:00:00,call,human,AE03,7
A0203703H,L102037,2026-03-05 16:00:00,call,human,AE04,4
A02037X00,L102037,2026-03-07 16:00:00,whatsapp,human,AE05,55
A0203800B,L102038,2026-05-27 07:00:00,email,bot,SDR01,0
A0203801B,L102038,2026-05-29 15:00:00,task,bot,SDR01,0
A0203800H,L102038,2026-05-31 15:00:00,call,human,SDR01,1
A0203801H,L102038,2026-06-04 20:00:00,call,human,SDR01,4
A0203802H,L102038,2026-06-01 12:00:00,call,human,AE02,1
A02038X00,L102038,2026-06-14 09:00:00,note,human,AE01,14
A02038X01,L102038,2026-06-05 10:00:00,task,human,AE06,42
A02038X02,L102038,2026-06-10 19:00:00,note,human,AE01,26
A0203900H,L102039,2026-02-11 10:00:00,call,human,SDR04,9
A0204000B,L102040,2026-02-01 08:00:00,email,bot,SDR01,0
A0204001B,L102040,2026-02-02 05:00:00,task,bot,SDR01,0
A0204002B,L102040,2026-01-31 01:00:00,whatsapp,bot,SDR01,0
A0204000H,L102040,2026-02-01 15:00:00,call,human,SDR01,5
A0204001H,L102040,2026-02-10 17:00:00,call,human,SDR01,7
A02040X00,L102040,2026-02-18 18:00:00,note,human,AE04,55
A02040X01,L102040,2026-02-06 08:00:00,meeting,human,AE02,8
A0204100B,L102041,2026-05-22 21:00:00,task,bot,SDR01,0
A0204101B,L102041,2026-05-22 02:00:00,whatsapp,system,,0
A0204200B,L102042,2026-06-22 16:00:00,whatsapp,system,,0
A0204200H,L102042,2026-07-02 14:00:00,call,human,SDR01,1
A0204201H,L102042,2026-06-20 11:00:00,call,human,SDR01,3
A02042X00,L102042,2026-06-22 17:00:00,email,human,AE06,58
A02042X01,L102042,2026-06-26 16:00:00,email,human,AE04,22
A02042X02,L102042,2026-06-28 17:00:00,whatsapp,human,AE04,19
A0204300B,L102043,2026-06-08 18:00:00,task,bot,SDR02,0
A0204301B,L102043,2026-06-07 07:00:00,task,system,,0
A0204302B,L102043,2026-06-07 08:00:00,whatsapp,bot,SDR02,0
A0204300H,L102043,2026-06-09 16:00:00,call,human,SDR02,1
A0204400B,L102044,2026-05-18 20:00:00,whatsapp,bot,SDR01,0
A02044X00,L102044,2026-05-25 16:00:00,email,human,AE02,25
A02044X01,L102044,2026-05-28 15:00:00,meeting,human,AE06,13
A0204500B,L102045,2026-02-15 06:00:00,email,bot,SDR02,0
A0204501B,L102045,2026-02-14 12:00:00,email,bot,SDR02,0
A0204502B,L102045,2026-02-17 22:00:00,task,system,,0
A0204500H,L102045,2026-02-14 15:00:00,call,human,SDR02,4
A0204501H,L102045,2026-02-17 10:00:00,call,human,SDR02,1
A0204502H,L102045,2026-02-14 15:00:00,call,human,AE04,6
A0204600H,L102046,2026-06-27 16:00:00,call,human,SDR01,7
A0204601H,L102046,2026-06-18 14:00:00,call,human,SDR01,1
A0204602H,L102046,2026-06-15 19:00:00,call,human,AE06,3
A0204700B,L102047,2026-05-02 23:00:00,email,system,,0
A0204700H,L102047,2026-05-13 08:00:00,call,human,SDR02,1
A02047X00,L102047,2026-05-15 15:00:00,whatsapp,human,AE01,31
A02047X01,L102047,2026-05-04 08:00:00,meeting,human,AE01,36
A02047X02,L102047,2026-05-16 08:00:00,email,human,AE06,18
A02047X03,L102047,2026-05-18 17:00:00,whatsapp,human,AE03,55
A0204800B,L102048,2026-02-01 10:00:00,email,system,,0
A0204800H,L102048,2026-02-03 10:00:00,call,human,SDR02,6
A0204801H,L102048,2026-02-05 13:00:00,call,human,SDR02,1
A02048X00,L102048,2026-02-19 09:00:00,email,human,AE04,57
A02048X01,L102048,2026-02-01 11:00:00,note,human,AE04,51
A0204900B,L102049,2026-01-25 12:00:00,whatsapp,system,,0
A0204900H,L102049,2026-01-29 12:00:00,call,human,SDR02,3
A0204901H,L102049,2026-01-31 18:00:00,call,human,SDR02,9
A02049X00,L102049,2026-01-26 18:00:00,email,human,AE05,33
A02049X01,L102049,2026-02-09 11:00:00,email,human,AE05,8
A0205000H,L102050,2026-06-08 08:00:00,call,human,SDR03,1
A0205001H,L102050,2026-06-18 19:00:00,call,human,SDR03,9
A0205002H,L102050,2026-06-17 19:00:00,call,human,AE05,7
A0205003H,L102050,2026-06-09 17:00:00,call,human,AE05,1
A0205100B,L102051,2026-02-22 15:00:00,task,system,,0
A0205100H,L102051,2026-02-23 19:00:00,call,human,SDR02,1
A0205101H,L102051,2026-03-03 17:00:00,call,human,SDR02,1
A0205102H,L102051,2026-02-26 18:00:00,call,human,AE05,7
A0205103H,L102051,2026-03-01 12:00:00,call,human,AE03,6
A0205104H,L102051,2026-02-26 21:00:00,call,human,AE05,6
A02051X00,L102051,2026-03-04 09:00:00,task,human,AE03,36
A02051X01,L102051,2026-02-22 10:00:00,whatsapp,human,AE03,5
A0205200B,L102052,2026-05-19 04:00:00,email,system,,0
A0205200H,L102052,2026-05-22 19:00:00,call,human,SDR02,1
A0205201H,L102052,2026-05-24 08:00:00,call,human,SDR02,1
A0205202H,L102052,2026-05-26 08:00:00,call,human,AE07,1
A0205203H,L102052,2026-05-23 18:00:00,call,human,AE09,1
A0205204H,L102052,2026-05-20 09:00:00,call,human,AE08,1
A0205205H,L102052,2026-06-01 16:00:00,call,human,AE07,6
A02052X00,L102052,2026-06-02 11:00:00,note,human,AE08,21
A0205300B,L102053,2026-01-29 16:00:00,whatsapp,system,,0
A0205300H,L102053,2026-01-30 14:00:00,call,human,SDR02,1
A0205301H,L102053,2026-01-28 11:00:00,call,human,SDR02,5
A02054X00,L102054,2026-02-23 12:00:00,task,human,AE04,34
A02054X01,L102054,2026-03-11 08:00:00,note,human,AE03,11
A02054X02,L102054,2026-03-09 17:00:00,note,human,AE06,45
A02054X03,L102054,2026-03-10 14:00:00,email,human,AE02,39
A0205500B,L102055,2026-02-22 04:00:00,whatsapp,system,,0
A0205500H,L102055,2026-02-23 19:00:00,call,human,SDR01,6
A0205501H,L102055,2026-02-21 15:00:00,call,human,SDR01,6
A0205502H,L102055,2026-03-06 08:00:00,call,human,AE08,1
A0205503H,L102055,2026-03-03 19:00:00,call,human,AE09,7
A02055X00,L102055,2026-03-05 12:00:00,email,human,AE08,10
A02055X01,L102055,2026-02-28 19:00:00,note,human,AE08,41
A0205600B,L102056,2026-02-22 06:00:00,task,system,,0
A0205600H,L102056,2026-03-03 13:00:00,call,human,SDR01,1
A0205601H,L102056,2026-03-02 09:00:00,call,human,SDR01,7
A0205602H,L102056,2026-02-28 14:00:00,call,human,AE07,1
A0205603H,L102056,2026-02-24 15:00:00,call,human,AE09,11
A02056X00,L102056,2026-03-01 08:00:00,email,human,AE08,16
A02056X01,L102056,2026-03-02 12:00:00,task,human,AE09,49
A0205700B,L102057,2026-05-03 10:00:00,task,system,,0
A0205700H,L102057,2026-05-04 19:00:00,call,human,SDR01,9
A0205701H,L102057,2026-05-09 13:00:00,call,human,SDR01,6
A02057X00,L102057,2026-05-07 17:00:00,email,human,AE09,33
A02057X01,L102057,2026-05-04 11:00:00,email,human,AE08,18
A02057X02,L102057,2026-05-10 19:00:00,note,human,AE08,38
A02057X03,L102057,2026-05-05 10:00:00,email,human,AE08,23
A0205800B,L102058,2026-06-15 16:00:00,email,system,,0
A0205800H,L102058,2026-06-17 08:00:00,call,human,SDR01,1
A0205801H,L102058,2026-06-20 18:00:00,call,human,SDR01,3
A0205802H,L102058,2026-06-18 11:00:00,call,human,AE02,1
A0205803H,L102058,2026-06-15 21:00:00,call,human,AE05,1
A02059X00,L102059,2026-06-28 12:00:00,whatsapp,human,AE06,24
A02059X01,L102059,2026-06-29 16:00:00,email,human,AE05,27
A02059X02,L102059,2026-07-02 14:00:00,task,human,AE02,54
A0206000B,L102060,2026-05-17 08:00:00,task,system,,0
A0206001B,L102060,2026-05-16 02:00:00,task,bot,SDR01,0
A0206000H,L102060,2026-05-25 15:00:00,call,human,SDR01,6
A0206001H,L102060,2026-05-24 19:00:00,call,human,SDR01,1
A0206100H,L102061,2026-02-10 11:00:00,call,human,SDR02,1
A0206101H,L102061,2026-02-17 09:00:00,call,human,SDR02,2
A0206102H,L102061,2026-02-16 13:00:00,call,human,AE08,10
A0206103H,L102061,2026-02-09 21:00:00,call,human,AE07,10
A0206104H,L102061,2026-02-17 09:00:00,call,human,AE08,1
A0206105H,L102061,2026-02-17 13:00:00,call,human,AE08,1
A0206106H,L102061,2026-02-15 21:00:00,call,human,AE07,9
A0206200H,L102062,2026-07-02 13:00:00,call,human,SDR01,5
A0206201H,L102062,2026-06-27 19:00:00,call,human,SDR01,1
A0206202H,L102062,2026-06-25 12:00:00,call,human,AE07,1
A0206203H,L102062,2026-06-23 15:00:00,call,human,AE07,7
A02062X00,L102062,2026-06-23 14:00:00,task,human,AE08,5
A02062X01,L102062,2026-07-06 09:00:00,email,human,AE08,30
A02062X02,L102062,2026-07-11 17:00:00,meeting,human,AE09,52
A0206300H,L102063,2026-04-15 08:00:00,call,human,SDR02,1
A0206301H,L102063,2026-04-11 16:00:00,call,human,SDR02,4
A02063X00,L102063,2026-04-19 17:00:00,email,human,AE03,36
A02063X01,L102063,2026-04-12 11:00:00,meeting,human,AE06,21
A0206400H,L102064,2026-04-15 08:00:00,call,human,SDR02,6
A0206401H,L102064,2026-04-22 21:00:00,call,human,SDR02,7
A02064X00,L102064,2026-04-27 17:00:00,email,human,AE06,51
A02064X01,L102064,2026-04-14 17:00:00,email,human,AE04,37
A0206500B,L102065,2026-05-07 05:00:00,whatsapp,bot,SDR01,0
A0206500H,L102065,2026-05-19 13:00:00,call,human,SDR01,1
A0206501H,L102065,2026-05-20 12:00:00,call,human,SDR01,7
A02065X00,L102065,2026-05-18 17:00:00,whatsapp,human,AE07,44
A02065X01,L102065,2026-05-10 08:00:00,email,human,AE07,51
A02065X02,L102065,2026-05-20 17:00:00,task,human,AE09,26
A0206600H,L102066,2026-05-24 10:00:00,call,human,SDR01,11
A0206601H,L102066,2026-05-31 19:00:00,call,human,SDR01,4
A0206700H,L102067,2026-06-22 21:00:00,call,human,SDR03,11
A0206800B,L102068,2026-04-18 23:00:00,whatsapp,bot,SDR02,0
A0206801B,L102068,2026-04-18 18:00:00,whatsapp,system,,0
A0206800H,L102068,2026-04-27 16:00:00,call,human,SDR02,5
A02068X00,L102068,2026-04-16 11:00:00,whatsapp,human,AE05,54
A02068X01,L102068,2026-04-26 17:00:00,email,human,AE03,59
A02068X02,L102068,2026-04-26 10:00:00,note,human,AE01,30
A0206900B,L102069,2026-04-24 12:00:00,email,bot,SDR04,0
A0206900H,L102069,2026-04-21 16:00:00,call,human,SDR04,7
A02069X00,L102069,2026-04-27 08:00:00,task,human,AE03,45
A02069X01,L102069,2026-05-10 10:00:00,whatsapp,human,AE02,9
A02069X02,L102069,2026-05-03 15:00:00,meeting,human,AE01,41
A0207000B,L102070,2026-05-18 09:00:00,whatsapp,system,,0
A02070X00,L102070,2026-05-20 17:00:00,task,human,AE06,31
A02070X01,L102070,2026-05-17 13:00:00,task,human,AE02,9
A02070X02,L102070,2026-05-29 10:00:00,whatsapp,human,AE05,29
A02070X03,L102070,2026-05-24 18:00:00,note,human,AE04,50
A0207100B,L102071,2026-02-18 09:00:00,whatsapp,system,,0
A0207100H,L102071,2026-02-19 13:00:00,call,human,SDR01,1
A0207101H,L102071,2026-02-24 17:00:00,call,human,SDR01,1
A0207102H,L102071,2026-02-28 21:00:00,call,human,AE03,3
A02071X00,L102071,2026-02-17 19:00:00,task,human,AE02,12
A02071X01,L102071,2026-02-19 09:00:00,email,human,AE05,35
A02071X02,L102071,2026-03-04 08:00:00,note,human,AE01,16
A0207300H,L102073,2026-04-24 11:00:00,call,human,SDR02,9
A0207301H,L102073,2026-04-28 09:00:00,call,human,SDR02,5
A02073X00,L102073,2026-05-02 16:00:00,whatsapp,human,AE08,30
A02073X01,L102073,2026-04-26 18:00:00,meeting,human,AE08,29
A02073X02,L102073,2026-05-08 19:00:00,meeting,human,AE07,27
A0207400B,L102074,2026-01-15 04:00:00,task,system,,0
A0207400H,L102074,2026-01-25 11:00:00,call,human,SDR02,1
A0207401H,L102074,2026-01-20 08:00:00,call,human,SDR02,1
A02074X00,L102074,2026-01-13 12:00:00,task,human,AE03,27
A02074X01,L102074,2026-01-24 17:00:00,whatsapp,human,AE02,59
A02074X02,L102074,2026-01-26 13:00:00,task,human,AE04,18
A02074X03,L102074,2026-01-14 16:00:00,meeting,human,AE06,37
A0207500B,L102075,2026-03-02 14:00:00,whatsapp,bot,SDR01,0
A0207501B,L102075,2026-03-03 10:00:00,task,system,,0
A0207502B,L102075,2026-03-02 19:00:00,email,system,,0
A0207500H,L102075,2026-02-28 14:00:00,call,human,SDR01,7
A0207501H,L102075,2026-03-05 14:00:00,call,human,SDR01,1
A0207502H,L102075,2026-02-28 13:00:00,call,human,AE06,6
A0207503H,L102075,2026-03-01 12:00:00,call,human,AE03,1
A0207600B,L102076,2026-05-10 17:00:00,email,system,,0
A0207600H,L102076,2026-05-20 20:00:00,call,human,SDR01,1
A0207601H,L102076,2026-05-19 18:00:00,call,human,SDR01,1
A0207602H,L102076,2026-05-21 14:00:00,call,human,AE02,11
A02076X00,L102076,2026-05-11 11:00:00,email,human,AE06,25
A02076X01,L102076,2026-05-25 09:00:00,meeting,human,AE01,43
A02076X02,L102076,2026-05-11 08:00:00,meeting,human,AE01,44
A02076X03,L102076,2026-05-19 09:00:00,note,human,AE06,57
A0207700B,L102077,2026-06-27 18:00:00,whatsapp,bot,SDR01,0
A0207700H,L102077,2026-07-03 20:00:00,call,human,SDR01,1
A0207701H,L102077,2026-06-26 19:00:00,call,human,SDR01,1
A02077X00,L102077,2026-07-10 10:00:00,task,human,AE01,29
A02077X01,L102077,2026-07-14 11:00:00,email,human,AE06,34
A0207800B,L102078,2026-04-05 10:00:00,task,bot,SDR01,0
A0207801B,L102078,2026-04-07 10:00:00,whatsapp,bot,SDR01,0
A0207802B,L102078,2026-04-08 03:00:00,task,system,,0
A0207800H,L102078,2026-04-07 09:00:00,call,human,SDR01,1
A0207801H,L102078,2026-04-14 19:00:00,call,human,SDR01,7
A02078X00,L102078,2026-04-15 16:00:00,note,human,AE05,39
A02078X01,L102078,2026-04-16 13:00:00,meeting,human,AE06,40
A02078X02,L102078,2026-04-05 15:00:00,note,human,AE05,59
A0207900B,L102079,2026-03-17 12:00:00,email,bot,SDR02,0
A0207900H,L102079,2026-03-22 15:00:00,call,human,SDR02,7
A0207901H,L102079,2026-03-14 15:00:00,call,human,SDR02,4
A0207902H,L102079,2026-03-18 09:00:00,call,human,AE05,1
A0207903H,L102079,2026-03-19 14:00:00,call,human,AE01,1
A0207904H,L102079,2026-03-18 13:00:00,call,human,AE02,1
A0208000B,L102080,2026-03-23 11:00:00,task,system,,0
A0208000H,L102080,2026-03-26 10:00:00,call,human,SDR02,1
A0208001H,L102080,2026-03-24 13:00:00,call,human,SDR02,4
A02080X00,L102080,2026-03-27 15:00:00,task,human,AE03,39
A0208100B,L102081,2026-05-06 10:00:00,email,bot,SDR02,0
A0208101B,L102081,2026-05-08 23:00:00,whatsapp,bot,SDR02,0
A02081X00,L102081,2026-05-19 09:00:00,email,human,AE01,33
A02081X01,L102081,2026-05-08 17:00:00,note,human,AE03,11
A02082X00,L102082,2026-04-24 18:00:00,email,human,AE03,45
A02082X01,L102082,2026-04-14 18:00:00,task,human,AE06,37
A0208300B,L102083,2026-01-06 02:00:00,email,bot,SDR02,0
A0208301B,L102083,2026-01-08 19:00:00,email,bot,SDR02,0
A0208300H,L102083,2026-01-12 09:00:00,call,human,SDR02,12
A0208301H,L102083,2026-01-17 12:00:00,call,human,SDR02,8
A0208400B,L102084,2026-04-09 01:00:00,email,system,,0
A0208401B,L102084,2026-04-09 15:00:00,email,system,,0
A0208402B,L102084,2026-04-10 11:00:00,email,bot,SDR02,0
A0208400H,L102084,2026-04-20 20:00:00,call,human,SDR02,8
A02084X00,L102084,2026-04-17 10:00:00,whatsapp,human,AE02,47
A02084X01,L102084,2026-04-08 14:00:00,email,human,AE02,28
A0208500B,L102085,2026-03-14 05:00:00,email,system,,0
A0208501B,L102085,2026-03-16 17:00:00,task,bot,SDR02,0
A0208500H,L102085,2026-03-21 13:00:00,call,human,SDR02,6
A02085X00,L102085,2026-03-17 08:00:00,task,human,AE03,49
A0208600H,L102086,2026-05-20 08:00:00,call,human,SDR02,7
A0208601H,L102086,2026-05-08 14:00:00,call,human,SDR02,7
A02086X00,L102086,2026-05-12 14:00:00,whatsapp,human,AE08,37
A02086X01,L102086,2026-05-22 13:00:00,whatsapp,human,AE08,5
A02086X02,L102086,2026-05-15 14:00:00,task,human,AE07,43
A0208700B,L102087,2026-06-11 10:00:00,email,bot,SDR01,0
A0208701B,L102087,2026-06-08 12:00:00,email,bot,SDR01,0
A0208702B,L102087,2026-06-10 08:00:00,whatsapp,bot,SDR01,0
A0208700H,L102087,2026-06-12 14:00:00,call,human,SDR01,6
A0208800B,L102088,2026-06-27 15:00:00,whatsapp,system,,0
A0208800H,L102088,2026-07-06 16:00:00,call,human,SDR01,7
A0208801H,L102088,2026-07-07 17:00:00,call,human,SDR01,6
A0208802H,L102088,2026-07-05 17:00:00,call,human,AE02,6
A0208900B,L102089,2026-04-21 08:00:00,task,system,,0
A0208901B,L102089,2026-04-23 04:00:00,whatsapp,bot,SDR02,0
A0208900H,L102089,2026-04-21 18:00:00,call,human,SDR02,4
A0208901H,L102089,2026-04-28 10:00:00,call,human,SDR02,1
A0208902H,L102089,2026-05-03 21:00:00,call,human,AE03,8
A0209000B,L102090,2026-03-08 02:00:00,whatsapp,system,,0
A0209000H,L102090,2026-03-12 16:00:00,call,human,SDR02,5
A0209001H,L102090,2026-03-19 08:00:00,call,human,SDR02,7
A0209100B,L102091,2026-03-22 09:00:00,whatsapp,system,,0
A0209100H,L102091,2026-04-02 20:00:00,call,human,SDR01,4
A02091X00,L102091,2026-04-02 17:00:00,email,human,AE03,51
A02091X01,L102091,2026-04-01 15:00:00,meeting,human,AE05,47
A02091X02,L102091,2026-04-07 19:00:00,email,human,AE03,48
A02091X03,L102091,2026-04-08 08:00:00,task,human,AE02,51
A0209200B,L102092,2026-02-03 05:00:00,email,bot,SDR01,0
A0209201B,L102092,2026-02-01 08:00:00,task,bot,SDR01,0
